url,source,headline_raw,headline_repaired,headline_clean,article_date,label,char_count,word_count
https://www.foxnews.com/politics/freedom-caucus-draws-battle-lines-government-shutdown-fight,FoxNews,Freedom Caucus draws first battle lines in election year government shutdown fight,Freedom Caucus draws first battle lines in election year government shutdown fight,freedom caucus draw first battle line election year government shutdown fight,2024-08-12T08:30:09-04:00,1,82,11
https://www.foxnews.com/politics/ms-13-gang-member-suspected-murder-allowed-attend-maryland-high-school,FoxNews,MS-13 gang member suspected of murder allowed to attend Maryland high school,MS-13 gang member suspected of murder allowed to attend Maryland high school,m 13 gang member suspected murder allowed attend maryland high school,2024-09-09T16:19:23-04:00,1,76,11
https://www.foxnews.com/media/david-axelrod-cautions-against-overconfidence-kamala-harris-its-electoral-college-fight,FoxNews,David Axelrod cautions against overconfidence in Kamala Harris: 'It's an Electoral College fight',David Axelrod cautions against overconfidence in Kamala Harris: 'It's an Electoral College fight',david axelrod caution overconfidence kamala harris 'its electoral college fight',2024-08-19T09:04:50-04:00,1,97,10
https://www.foxnews.com/media/jon-stewart-calls-out-bernie-sanders-bill-clinton-democrats-hypocrisy-dnc.print,FoxNews,"Jon Stewart calls out Bernie Sanders, Bill Clinton and Democrats for hypocrisy at DNC","Jon Stewart calls out Bernie Sanders, Bill Clinton and Democrats for hypocrisy at DNC",jon stewart call bernie sander bill clinton democrat hypocrisy dnc,2024-08-24T12:14:40-04:00,1,85,10
https://www.foxnews.com/media/iowa-farmer-blasts-biden-inflation-warns-monthly-grocery-bills-increase-1000,FoxNews,"Iowa farmer blasts Biden inflation, warns monthly grocery bills will increase $1,000","Iowa farmer blasts Biden inflation, warns monthly grocery bills will increase $1,000",iowa farmer blast biden inflation warns monthly grocery bill increase 1 000,2022-05-20T21:39:13-04:00,1,84,12
https://www.foxnews.com/lifestyle/rare-us-coin-130-years-ago-worth-millions-expert-confirms-9-could-out-there,FoxNews,"Rare US coin from 130 years ago worth millions, expert confirms only 9 could be out there","Rare US coin from 130 years ago worth millions, expert confirms only 9 could be out there",rare u coin 130 year ago worth million expert confirms 9 could,2024-09-05T19:29:37-04:00,1,89,12
https://www.foxnews.com/politics/overwhelming-majority-black-swing-state-voters-back-harris-across-all-age-groups-poll,FoxNews,"Majority of Black swing-state voters back Harris, as Trump makes inroads with Black men: poll","Majority of Black swing-state voters back Harris, as Trump makes inroads with Black men: poll",majority black swing state voter back harris trump make inroad black men poll,2024-09-19T08:36:40-04:00,1,93,13
https://www.foxnews.com/politics/aclu-lgbt-groups-sue-missouri-ag-gender-transition-emergency-rule,FoxNews,"ACLU, LGBT groups sue Missouri AG over gender transition emergency rule","ACLU, LGBT groups sue Missouri AG over gender transition emergency rule",aclu lgbt group sue missouri ag gender transition emergency rule,2023-04-25T11:12:09-04:00,1,71,10
https://www.foxnews.com/politics/same-poll-taken-one-month-apart-shows-which-presidential-candidate-has-momentum-key-states,FoxNews,Same poll taken one month apart shows which presidential candidate has momentum in key states,Same poll taken one month apart shows which presidential candidate has momentum in key states,poll taken one month apart show presidential candidate momentum key state,2024-10-09T16:14:43-04:00,1,93,11
https://www.foxnews.com/sports/guardians-closer-emmanuel-clase-shows-off-accolades-right-after-blowing-save-yankees-alcs.print,FoxNews,Guardians closer Emmanuel Clase shows off accolades right after blowing save to Yankees in ALCS,Guardians closer Emmanuel Clase shows off accolades right after blowing save to Yankees in ALCS,guardian closer emmanuel clase show accolade right blowing save yankee alcs,2024-10-18T16:23:36-04:00,1,95,11
https://www.foxnews.com/media/cnn-chris-licht-replaces-jeff-zucker-president,FoxNews,"CNN taps new president, current executive producer of 'The Late Show' to replace Jeff Zucker","CNN taps new president, current executive producer of 'The Late Show' to replace Jeff Zucker",cnn tap new president current executive producer 'the late show' replace jeff zucker,2022-02-26T12:34:24-05:00,1,92,13
https://www.foxnews.com/sports/ravens-fan-seen-viral-fight-video-identified-has-warrant-issued-arrest-police-say.print,FoxNews,"Ravens fan seen in viral fight video identified, warrant issued for arrest, police say","Ravens fan seen in viral fight video identified, warrant issued for arrest, police say",raven fan seen viral fight video identified warrant issued arrest police say,2024-10-17T19:31:23-04:00,1,86,12
https://www.foxnews.com/entertainment/one-direction-devastated-by-liam-paynes-death-say-will-miss-him-terribly,FoxNews,"One Direction members 'devastated by' Liam Payne?€?s death, say they 'will miss him terribly'","One Direction members 'devastated by' Liam Payne's death, say they 'will miss him terribly'",one direction member 'devastated by' liam paynes death say 'will miss terribly',2024-10-17T16:44:01-04:00,1,91,12
https://www.foxnews.com/world/putin-says-he-backs-harris-over-trump-adds-hes-ready-talks-ukraine,FoxNews,"Putin says he backs Harris over Trump, adds he's ready for talks with Ukraine","Putin says he backs Harris over Trump, adds he's ready for talks with Ukraine",putin say back harris trump add he ready talk ukraine,2024-09-05T11:33:54-04:00,1,77,10
https://www.foxnews.com/lifestyle/this-day-history-september-10-1987-pope-john-paul-ii-arrives-miami-welcomed-reagans.print,FoxNews,"On this day in history, September 10, 1987, Pope John Paul II arrives in Miami, is warmly welcomed by Reagans","On this day in history, September 10, 1987, Pope John Paul II arrives in Miami, is warmly welcomed by Reagans",day history september 10 1987 pope john paul ii arrives miami warmly welcomed reagan,2024-09-10T00:02:19-04:00,1,109,14
https://www.foxnews.com/lifestyle/this-day-history-may-13-1981-pope-john-paul-ii-survives-assassination-attempt,FoxNews,"On this day in history, May 13, 1981, Pope John Paul II survives assassination attempt","On this day in history, May 13, 1981, Pope John Paul II survives assassination attempt",day history may 13 1981 pope john paul ii survives assassination attempt,2024-05-13T00:02:49-04:00,1,86,12
https://www.foxnews.com/politics/scott-says-us-must-stand-shoulder-shoulder-israel-hamas-terror-attack,FoxNews,Scott says US must stand ?€?shoulder-to-shoulder?€? with Israel after Hamas terror attack: ?€?Never back down?€?,Scott says US must stand shoulder-to-shoulder with Israel after Hamas terror attack: Never back down,scott say u must stand shoulder shoulder israel hamas terror attack never back,2023-10-08T04:00:57-04:00,1,100,13
https://www.foxnews.com/politics/new-report-warns-bloodthirsty-venezuelan-gangs-footprint-remain-us-for-decades,FoxNews,New report warns bloodthirsty Venezuelan gang's footprint will remain in US ?€?for decades',New report warns bloodthirsty Venezuelan gang's footprint will remain in US for decades',new report warns bloodthirsty venezuelan gang footprint remain u decades',2024-10-15T15:19:46-04:00,1,88,10
https://www.foxnews.com/media/bernie-sanders-says-harris-abandoning-far-left-policies-in-order-win-election,FoxNews,Bernie Sanders says Harris dropping far-left policies 'in order to win the election',Bernie Sanders says Harris dropping far-left policies 'in order to win the election',bernie sander say harris dropping far left policy 'in order win election',2024-09-08T12:20:19-04:00,1,84,12
https://www.foxnews.com/politics/swing-state-voters-tell-nyt-ditching-biden-trump-2024,FoxNews,Swing state voters tell NYT why they're ditching Biden for Trump in 2024,Swing state voters tell NYT why they're ditching Biden for Trump in 2024,swing state voter tell nyt theyre ditching biden trump 2024,2024-05-18T12:49:03-04:00,1,72,10
https://www.foxnews.com/us/tennessee-shooting-nashville-police-release-security-camera-footage-covenant-school-attack-killed-6,FoxNews,Tennessee shooting: Nashville police release security camera footage of Covenant school attack that killed 6,Tennessee shooting: Nashville police release security camera footage of Covenant school attack that killed 6,tennessee shooting nashville police release security camera footage covenant school attack killed 6,2023-03-27T23:16:09-04:00,1,108,13
https://www.foxnews.com/politics/florida-gov-desantis-says-state-conduct-investigation-second-trump-assassination-attempt,FoxNews,Florida Gov. DeSantis says state will conduct investigation into second Trump assassination attempt,Florida Gov. DeSantis says state will conduct investigation into second Trump assassination attempt,florida gov desantis say state conduct investigation second trump assassination attempt,2024-09-15T21:31:46-04:00,1,99,11
https://www.foxnews.com/entertainment/morgan-wallen-donates-hurricane-helene-relief-says-family-safe-amid-devastating-floods,FoxNews,"Morgan Wallen donates to Hurricane Helene relief, says family is 'safe' amid devastating floods","Morgan Wallen donates to Hurricane Helene relief, says family is 'safe' amid devastating floods",morgan wallen donates hurricane helene relief say family 'safe' amid devastating flood,2024-09-30T20:54:08-04:00,1,95,12
https://www.foxnews.com/media/5-over-top-dnc-media-moments-coining-term-kamala-harris-democrats-comparing-obama-jesus,FoxNews,"5 over-the-top DNC media moments, from coining the term 'Kamala Harris Democrats' to comparing Obama and Jesus","5 over-the-top DNC media moments, from coining the term 'Kamala Harris Democrats' to comparing Obama and Jesus",5 top dnc medium moment coining term 'kamala harris democrats' comparing obama jesus,2024-08-24T06:00:33-04:00,1,110,13
https://www.foxnews.com/politics/harris-off-putting-manner-put-zelenskyy-defensive-ahead-russian-invasion-new-book-reveals,FoxNews,"Harris' off-putting manner put Zelenskyy on defensive ahead of Russian invasion, new book reveals","Harris' off-putting manner put Zelenskyy on defensive ahead of Russian invasion, new book reveals",harris' putting manner put zelenskyy defensive ahead russian invasion new book reveals,2024-10-15T08:30:52-04:00,1,97,12
https://www.foxnews.com/media/kamala-harris-asserts-her-presidency-will-not-continuation-bidens,FoxNews,Kamala Harris asserts her presidency 'will not be a continuation' of Biden's,Kamala Harris asserts her presidency 'will not be a continuation' of Biden's,kamala harris asserts presidency 'will continuation' bidens,2024-10-16T21:30:48-04:00,1,76,7
https://www.foxnews.com/politics/biden-warns-nationwide-abortion-ban-republicans-take-majority-congress-choice-clear.print,FoxNews,Biden warns of nationwide abortion ban if Republicans take majority of Congress: 'The choice is clear',Biden warns of nationwide abortion ban if Republicans take majority of Congress: 'The choice is clear',biden warns nationwide abortion ban republican take majority congress 'the choice clear',2022-07-01T16:04:34-04:00,1,102,12
https://www.foxnews.com/media/michael-moore-warns-kamala-harris-not-go-centrist,FoxNews,Michael Moore warns Kamala Harris to not go ?€?centrist?€?,Michael Moore warns Kamala Harris to not go centrist,michael moore warns kamala harris go centrist,2024-07-30T14:07:51-04:00,1,52,7
https://www.foxnews.com/media/msnbcs-stephanie-ruhle-fawns-over-harris-says-non-answers-okay-arent-clear-direct-issues,FoxNews,"MSNBC's Stephanie Ruhle fawns over Harris, says non-answers are 'okay': These aren't 'clear and direct issues'","MSNBC's Stephanie Ruhle fawns over Harris, says non-answers are 'okay': These aren't 'clear and direct issues'",msnbcs stephanie ruhle fawn harris say non answer 'okay' arent 'clear direct issues',2024-09-26T12:15:28-04:00,1,110,13
https://www.foxnews.com/media/laura-ingraham-walz-has-helped-tank-law-enforcement-his-state-his-way-tanking-education,FoxNews,LAURA INGRAHAM: Walz has helped tank law enforcement in his state and is on his way to tanking education,LAURA INGRAHAM: Walz has helped tank law enforcement in his state and is on his way to tanking education,laura ingraham walz helped tank law enforcement state way tanking education,2024-08-06T20:58:31-04:00,1,104,11
https://www.foxnews.com/politics/supreme-court-rules-favor-jan-6-capitol-riot-participant-challenged-obstruction-conviction.print,FoxNews,Supreme Court rules in favor of Jan. 6 Capitol riot participant who challenged obstruction conviction,Supreme Court rules in favor of Jan. 6 Capitol riot participant who challenged obstruction conviction,supreme court rule favor jan 6 capitol riot participant challenged obstruction conviction,2024-06-28T10:52:38-04:00,1,101,12
https://www.foxnews.com/media/fox-news-digital-thumps-cnn-ny-times-other-major-news-brands-key-metrics-during-second-quarter,FoxNews,"Fox News Digital thumps CNN, NY Times, other major news brands in key metrics during second quarter","Fox News Digital thumps CNN, NY Times, other major news brands in key metrics during second quarter",fox news digital thump cnn ny time major news brand key metric second quarter,2024-07-19T10:50:44-04:00,1,99,14
https://www.foxnews.com/health/are-noise-canceling-headphones-hazardous-health-audiology-experts-warnings,FoxNews,Are noise-canceling headphones hazardous to your health? Audiology experts share warnings,Are noise-canceling headphones hazardous to your health? Audiology experts share warnings,noise canceling headphone hazardous health audiology expert share warning,2024-05-03T05:00:45-04:00,1,89,9
https://www.foxnews.com/politics/beyonce-gave-scotus-justice-ketanji-brown-jackson-concert-tickets-valued-nearly-4000-filing,FoxNews,"Beyonc????gave SCOTUS Justice Ketanji Brown Jackson concert tickets valued at nearly $4,000: report","Beyonc????gave SCOTUS Justice Ketanji Brown Jackson concert tickets valued at nearly $4,000: report",beyonc gave scotus justice ketanji brown jackson concert ticket valued nearly 4 000 report,2024-06-08T22:22:55-04:00,1,99,14
https://www.foxnews.com/politics/supreme-court-hears-cases-on-prolonged-detention-of-illegal-immigrants,FoxNews,Supreme Court hears cases on prolonged detention of illegal immigrants,Supreme Court hears cases on prolonged detention of illegal immigrants,supreme court hears case prolonged detention illegal immigrant,2022-01-11T16:03:39-05:00,1,70,8
https://www.foxnews.com/us/texas-mom-luxury-real-estate-agent-missing-after-party-exclusive-private-club-husband-arrested,FoxNews,"Texas mom, luxury real estate agent missing after party at exclusive private club, husband arrested","Texas mom, luxury real estate agent missing after party at exclusive private club, husband arrested",texas mom luxury real estate agent missing party exclusive private club husband arrested,2024-10-10T11:59:37-04:00,1,99,13
https://www.foxnews.com/media/kamala-harris-receives-worst-vice-presidential-rating-nbc-news-polls-history.print,FoxNews,Kamala Harris receives worst vice presidential rating in NBC News poll's history,Kamala Harris receives worst vice presidential rating in NBC News poll's history,kamala harris receives worst vice presidential rating nbc news poll history,2023-06-26T20:48:17-04:00,1,80,11
https://www.foxnews.com/travel/top-thrill-2-roller-coaster-cedar-point-not-reopen-season,FoxNews,'Top Thrill 2' roller coaster at Cedar Point will not reopen this season,'Top Thrill 2' roller coaster at Cedar Point will not reopen this season,'top thrill 2' roller coaster cedar point reopen season,2024-08-24T12:29:20-04:00,1,72,9
https://www.foxnews.com/travel/airport-tray-aesthetic-goes-viral-some-travelers-halt-security-checkpoints-photo-ops,FoxNews,'Airport tray aesthetic' goes viral as some travelers halt security checkpoints for photo ops,'Airport tray aesthetic' goes viral as some travelers halt security checkpoints for photo ops,'airport tray aesthetic' go viral traveler halt security checkpoint photo ops,2024-09-05T14:42:12-04:00,1,93,11
https://www.foxnews.com/politics/new-poll-shows-trump-holds-lead-remarkably-resilient-support-poll,FoxNews,New poll shows Trump holds lead with ?€?remarkably resilient?€? support,New poll shows Trump holds lead with remarkably resilient support,new poll show trump hold lead remarkably resilient support,2024-09-08T11:49:52-04:00,1,65,9
https://www.foxnews.com/us/alert-st-louis-hotel-staff-helps-save-kidnapped-florida-women-from-captors-report,FoxNews,Alert St. Louis hotel staff helps save kidnapped Florida women from captors: report,Alert St. Louis hotel staff helps save kidnapped Florida women from captors: report,alert st louis hotel staff help save kidnapped florida woman captor report,2023-11-03T13:34:59-04:00,1,83,12
https://www.foxnews.com/politics/biden-admins-proposed-menthol-cigarette-ban-could-become-liability-2024,FoxNews,Biden admin's proposed menthol cigarette ban could become liability in 2024: 'Unintended consequences',Biden admin's proposed menthol cigarette ban could become liability in 2024: 'Unintended consequences',biden admins proposed menthol cigarette ban could become liability 2024 'unintended consequences',2023-10-24T14:11:32-04:00,1,102,12
https://www.foxnews.com/politics/first-fox-top-outside-group-backing-senate-republicans,FoxNews,First on Fox: Top outside group backing Senate Republicans showcases fundraising haul,First on Fox: Top outside group backing Senate Republicans showcases fundraising haul,first fox top outside group backing senate republican showcase fundraising haul,2024-10-15T05:32:08-04:00,1,85,11
https://www.foxnews.com/lifestyle/eye-spy-problem-california-doctor-removes-23-contact-lenses-womans-eye,FoxNews,Eye spy a big problem: California doctor removes 23 contact lenses from one woman?€?s eye,Eye spy a big problem: California doctor removes 23 contact lenses from one woman's eye,eye spy big problem california doctor remove 23 contact lens one woman eye,2022-10-22T02:00:14-04:00,1,87,13
https://www.foxnews.com/media/trump-has-taken-81-questions-press-conferences-interviews-compared-harris-14-since-walz-joined-ticket,FoxNews,"Trump has taken 81 questions at press conferences, interviews compared to Harris' 14 since Walz joined ticket","Trump has taken 81 questions at press conferences, interviews compared to Harris' 14 since Walz joined ticket",trump taken 81 question press conference interview compared harris' 14 since walz joined ticket,2024-08-15T19:37:37-04:00,1,109,14
https://www.foxnews.com/media/mother-migrant-crime-victim-angered-over-vp-harris-answers-she-does-owe-us-apology,FoxNews,Mother of migrant crime victim angered over VP Harris' answers: 'She does' owe us an apology,Mother of migrant crime victim angered over VP Harris' answers: 'She does' owe us an apology,mother migrant crime victim angered vp harris' answer 'she does' owe u apology,2024-10-17T10:59:16-04:00,1,92,13
https://www.foxnews.com/politics/new-jersey-democrat-proposes-bill-create-travel-advisories-inform-pregnant-women-state-abortion-laws.print,FoxNews,New Jersey Democrat proposes bill to create travel advisories to inform pregnant women of state abortion laws,New Jersey Democrat proposes bill to create travel advisories to inform pregnant women of state abortion laws,new jersey democrat proposes bill create travel advisory inform pregnant woman state abortion law,2024-10-02T03:23:44-04:00,1,109,14
https://www.foxnews.com/entertainment/former-one-direction-band-member-niall-horan-announces-new-solo-music-festivals-2023,FoxNews,Former One Direction band member Niall Horan announces new solo music and festivals in 2023,Former One Direction band member Niall Horan announces new solo music and festivals in 2023,former one direction band member niall horan announces new solo music festival 2023,2022-10-28T13:04:03-04:00,1,91,13
https://www.foxnews.com/lifestyle/picky-eater-family-try-color-dishware-study,FoxNews,"Picky eater in your family? Try using a different color of dishware, study suggests","Picky eater in your family? Try using a different color of dishware, study suggests",picky eater family try using different color dishware study suggests,2022-11-30T18:09:30-05:00,1,83,10
https://www.foxnews.com/media/nearly-two-dozen-north-carolina-teachers-missing-aftermath-hurricane-helene-devastating,FoxNews,North Carolina community 'hunting' for missing teachers in 'devastating' aftermath of Hurricane Helene,North Carolina community 'hunting' for missing teachers in 'devastating' aftermath of Hurricane Helene,north carolina community 'hunting' missing teacher 'devastating' aftermath hurricane helene,2024-10-03T06:00:05-04:00,1,102,10
https://www.foxnews.com/media/university-virginias-student-newspaper-calls-removing-thomas-jeffersons-name-from-campus.print,FoxNews,University of Virginia's student newspaper calls to removing Thomas Jefferson's name from campus,University of Virginia's student newspaper calls to removing Thomas Jefferson's name from campus,university virginia student newspaper call removing thomas jefferson name campus,2022-08-23T17:51:56-04:00,1,96,10
https://www.foxnews.com/sports/vandals-deface-tour-bus-womens-advocacy-group-anti-woman-messages,FoxNews,Vandals deface tour bus for women's advocacy group with 'anti-woman messages',Vandals deface tour bus for women's advocacy group with 'anti-woman messages',vandal deface tour bus womens advocacy group 'anti woman messages',2024-06-21T17:32:24-04:00,1,77,10
https://www.foxnews.com/us/3-workers-remain-hospitalized-collapse-closed-bridge-rural-mississippi-killed-co-workers,FoxNews,3 workers remain hospitalized after collapse of closed bridge in rural Mississippi killed co-workers,3 workers remain hospitalized after collapse of closed bridge in rural Mississippi killed co-workers,3 worker remain hospitalized collapse closed bridge rural mississippi killed co worker,2024-10-17T16:17:38-04:00,1,100,12
https://www.foxnews.com/opinion/oct-7-anniversary-we-remember-betrayal-silence.print,FoxNews,"On Oct. 7 anniversary, we remember this betrayal of silence","On Oct. 7 anniversary, we remember this betrayal of silence",oct 7 anniversary remember betrayal silence,2024-10-06T09:00:42-04:00,1,59,6
https://www.foxnews.com/us/michigan-state-sets-aside-unconditional-love-fund-only-lgbtqia2s-students-are-eligible,FoxNews,"Michigan State sets aside 'Unconditional Love Fund,' but only 'LGBTQIA2S+' students are eligible","Michigan State sets aside 'Unconditional Love Fund,' but only 'LGBTQIA2S+' students are eligible",michigan state set aside 'unconditional love fund ' 'lgbtqia2s ' student eligible,2023-02-02T15:29:13-05:00,1,96,12
https://www.foxnews.com/media/webpage-rated-kamala-harris-most-liberal-senator-2019-suddenly-disappears,FoxNews,Webpage that rated Kamala Harris the 'most liberal' senator in 2019 suddenly disappears,Webpage that rated Kamala Harris the 'most liberal' senator in 2019 suddenly disappears,webpage rated kamala harris 'most liberal' senator 2019 suddenly disappears,2024-07-24T20:35:27-04:00,1,87,10
https://www.foxnews.com/politics/biden-trump-struggle-lock-up-base-voters-ahead-first-debate,FoxNews,"'Warning signs flashing': Biden, Trump struggle to lock up base voters ahead of first debate","'Warning signs flashing': Biden, Trump struggle to lock up base voters ahead of first debate",'warning sign flashing' biden trump struggle lock base voter ahead first debate,2024-05-18T04:00:02-04:00,1,92,12
https://www.foxnews.com/us/anti-israel-demonstrations-continue-near-dnc-3rd-night-crowds-gather-larger-numbers,FoxNews,Anti-Israel demonstrations continue near DNC for 3rd night as crowds gather in larger numbers,Anti-Israel demonstrations continue near DNC for 3rd night as crowds gather in larger numbers,anti israel demonstration continue near dnc 3rd night crowd gather larger number,2024-08-21T21:40:15-04:00,1,93,12
https://www.foxnews.com/politics/biden-admin-facing-congressional-probe-proposed-ban-menthol-cigarettes.print,FoxNews,Biden admin facing congressional probe over proposed ban on menthol cigarettes,Biden admin facing congressional probe over proposed ban on menthol cigarettes,biden admin facing congressional probe proposed ban menthol cigarette,2023-11-16T11:15:21-05:00,1,78,9
https://www.foxnews.com/food-drink/food-college-gets-high-tech-boost-first-robotic-kitchen-university-setting,FoxNews,Food at college gets high-tech boost with first robotic kitchen in university setting,Food at college gets high-tech boost with first robotic kitchen in university setting,food college get high tech boost first robotic kitchen university setting,2024-09-27T15:16:04-04:00,1,85,11
https://www.foxnews.com/media/the-washington-post-elon-musk-war-twitter-takeover,FoxNews,The Washington Post wages war on Elon Musk as he takes over Twitter,The Washington Post wages war on Elon Musk as he takes over Twitter,washington post wage war elon musk take twitter,2022-04-27T20:19:57-04:00,1,67,8
https://www.foxnews.com/politics/kamala-era-dnc-launches-taylor-swift-themed-campaign-pitch-young-voters,FoxNews,'Kamala Era': DNC launches Taylor Swift-themed campaign in pitch to young voters,'Kamala Era': DNC launches Taylor Swift-themed campaign in pitch to young voters,'kamala era' dnc launch taylor swift themed campaign pitch young voter,2024-10-18T16:01:28-04:00,1,80,11
https://www.foxnews.com/lifestyle/secrets-staying-ageless-florida-seniors-reveal-how-hit-home-run-health,FoxNews,Secrets of staying ageless: Four Florida seniors reveal how to hit a home run for good health,Secrets of staying ageless: Four Florida seniors reveal how to hit a home run for good health,secret staying ageless four florida senior reveal hit home run good health,2023-03-12T17:07:13-04:00,1,93,12
https://www.foxnews.com/world/putin-no-rivals-presidency-election-spokesman-claims.print,FoxNews,"Putin has 'no rivals' for presidency ahead of election, spokesman claims","Putin has 'no rivals' for presidency ahead of election, spokesman claims",putin 'no rivals' presidency ahead election spokesman claim,2023-10-17T13:51:55-04:00,1,72,8
https://www.foxnews.com/entertainment/liam-paynes-one-direction-bandmate-shares-heartbreaking-final-moments-together-argentina,FoxNews,Liam Payne?€?s One Direction bandmate shares ?€?heartbreaking?€? final moments together in Argentina,Liam Payne's One Direction bandmate shares heartbreaking final moments together in Argentina,liam paynes one direction bandmate share heartbreaking final moment together argentina,2024-10-18T11:38:24-04:00,1,92,11
https://www.foxnews.com/media/bill-maher-roasts-woke-presentism-magic-moral-time-machine-you-always-win,FoxNews,Bill Maher roasts woke 'presentism': 'A magic moral time machine' where you always win,Bill Maher roasts woke 'presentism': 'A magic moral time machine' where you always win,bill maher roast woke 'presentism' 'a magic moral time machine' always win,2022-09-17T00:04:12-04:00,1,86,12
https://www.foxnews.com/politics/trump-opposes-floridas-amendment-4-which-offers-unfettered-abortion-access-its-radical,FoxNews,"Trump opposes Florida's Amendment 4, which offers unfettered abortion access: 'It's radical'","Trump opposes Florida's Amendment 4, which offers unfettered abortion access: 'It's radical'",trump opposes florida amendment 4 offer unfettered abortion access 'its radical',2024-08-30T21:43:26-04:00,1,92,11
https://www.foxnews.com/media/latinos-shifting-trump-because-have-internalized-racism-journalist-claims,FoxNews,"Latinos shifting to Trump because they have 'internalized racism,' journalist claims","Latinos shifting to Trump because they have 'internalized racism,' journalist claims",latino shifting trump 'internalized racism ' journalist claim,2024-10-05T17:00:04-04:00,1,84,8
https://www.foxnews.com/politics/itll-upend-community-pa-town-roiled-talk-migrant-housing-civil-war-era-orphanage-building.print,FoxNews,'It'll upend the community': PA town roiled by talk of migrant housing in Civil War-era orphanage building,'It'll upend the community': PA town roiled by talk of migrant housing in Civil War-era orphanage building,'itll upend community' pa town roiled talk migrant housing civil war era orphanage building,2024-09-13T04:00:45-04:00,1,106,14
https://www.foxnews.com/media/sanders-staffer-flames-socialist-biden-endorsement-warning-trump-appeal-where-been,FoxNews,Former Bernie Sanders staffer torches his Biden endorsement and warns of Trump's appeal: 'Where've you been?',Former Bernie Sanders staffer torches his Biden endorsement and warns of Trump's appeal: 'Where've you been?',former bernie sander staffer torch biden endorsement warns trump appeal 'whereve ',2024-02-22T06:00:23-05:00,1,109,12
https://www.foxnews.com/official-polls/fox-news-poll-harris-trump-locked-tight-race-battleground-pennsylvania,FoxNews,"Fox News Poll: Harris, Trump locked in tight race in battleground Pennsylvania","Fox News Poll: Harris, Trump locked in tight race in battleground Pennsylvania",fox news poll harris trump locked tight race battleground pennsylvania,2024-09-27T18:00:08-04:00,1,78,10
https://www.foxnews.com/politics/california-sues-beach-city-voter-id-law-backed-majority-residents,FoxNews,California sues beach city over voter ID law backed by majority of residents,California sues beach city over voter ID law backed by majority of residents,california sue beach city voter id law backed majority resident,2024-04-15T20:03:16-04:00,1,76,10
https://www.foxnews.com/politics/who-is-tim-walz-meet-harris-running-mate-called-republicans-weird-people,FoxNews,Who is Tim Walz? Meet the Harris running mate who called Republicans 'weird people',Who is Tim Walz? Meet the Harris running mate who called Republicans 'weird people',tim walz meet harris running mate called republican 'weird people',2024-08-06T09:38:28-04:00,1,83,10
https://www.foxnews.com/health/aging-speeds-massively-two-points-lifetime-stanford-study-finds-abrupt-changes.print,FoxNews,"Aging speeds up 'massively' at two points in one's lifetime, Stanford study finds: ?€?Abrupt changes?€?","Aging speeds up 'massively' at two points in one's lifetime, Stanford study finds: Abrupt changes",aging speed 'massively' two point one lifetime stanford study find abrupt change,2024-09-13T14:18:23-04:00,1,97,12
https://www.foxnews.com/politics/trump-sounds-alarm-illegal-immigrant-murderers-bad-genes-in-country.print,FoxNews,Trump sounds alarm on illegal immigrant murderers: 'A lot of bad genes in our country',Trump sounds alarm on illegal immigrant murderers: 'A lot of bad genes in our country',trump sound alarm illegal immigrant murderer 'a lot bad gene country',2024-10-07T18:24:56-04:00,1,86,11
https://www.foxnews.com/travel/national-museum-marine-corps-unveils-new-exhibits-honoring-soldiers-made-ultimate-sacrifice,FoxNews,"National Museum of the Marine Corps unveils new exhibits, honoring those 'who made the ultimate sacrifice'","National Museum of the Marine Corps unveils new exhibits, honoring those 'who made the ultimate sacrifice'",national museum marine corp unveils new exhibit honoring 'who made ultimate sacrifice',2024-10-14T15:03:50-04:00,1,106,12
https://www.foxnews.com/media/wsj-editorial-board-harris-doing-first-interview-crutch-tim-walz-insult-american-voters,FoxNews,WSJ editorial board says Harris is doing first interview with 'crutch' Tim Walz: ?€?Insult to American voters',WSJ editorial board says Harris is doing first interview with 'crutch' Tim Walz: Insult to American voters',wsj editorial board say harris first interview 'crutch' tim walz insult american voters',2024-08-29T12:15:00-04:00,1,107,13
https://www.foxnews.com/tech/fix-autocorrect-driving-you-ducking-crazy,FoxNews,Fix autocorrect if it?€?s driving you ducking crazy,Fix autocorrect if it's driving you ducking crazy,fix autocorrect driving ducking crazy,2024-04-15T20:39:43-04:00,1,49,5
https://www.foxnews.com/politics/what-paying-your-fair-share-mean-jury-still-out-members-congress.print,FoxNews,What does paying your 'fair share' mean? The jury is still out for members of Congress.,What does paying your 'fair share' mean? The jury is still out for members of Congress.,paying 'fair share' mean jury still member congress,2023-04-22T08:00:58-04:00,1,87,8
https://www.foxnews.com/media/abc-presidential-debate-moderators-david-muir-linsey-davis-fact-check-trump-5-times-0-harris.print,FoxNews,"ABC Presidential Debate: Moderators David Muir and Linsey Davis fact-check Trump 5 times, 0 for Harris","ABC Presidential Debate: Moderators David Muir and Linsey Davis fact-check Trump 5 times, 0 for Harris",abc presidential debate moderator david muir linsey davis fact check trump 5 time 0 harris,2024-09-11T01:01:06-04:00,1,102,15
